wild_mut,ALTS910101,BENS940101,BENS940102,BENS940103,BENS940104,CSEM940101,DAYM780301,FEND850101,FITW660101,GEOD900101,GONG920101,GRAR740104,HENS920101,HENS920102,HENS920103,JOHM930101,JOND920103,JOND940101,KOLA920101,LEVJ860101,LUTR910101,LUTR910102,LUTR910103,LUTR910104,LUTR910105,LUTR910106,LUTR910107,LUTR910108,LUTR910109,MCLA710101,MCLA720101,MIYS930101,MIYT790101,MOHR870101,NIEK910101,NIEK910102,OVEJ920101,QU_C930101,QU_C930102,QU_C930103,RISJ880101,TUDE900101,AZAE970101,AZAE970102,RIER950101,WEIL970101,WEIL970102,MEHP950102,KAPO950101,VOGG950101,BLAJ010101,PRLA000101,PRLA000102,QUIB020101,NAOD960101,RUSR970101,RUSR970102,RUSR970103,OGAK980101,KANM000101,NGPC000101,MUET010101,MUET020101,MUET020102,CROG050101
YT,3.0,-3.4,-3.0,-2.1,-2.1,-0.14,3.0,2.0,2.0,7.0,-1.9,92.0,1.0,2.0,3.0,-2.7,3.0,3.0,9.0,1.0,9.0,8.0,15.0,9.0,16.0,1.0,9.0,13.0,8.0,1.0,0.0,-0.27,2.45,11.0,0.46,0.52,2.0,0.0,0.54,3.0,0.3,2.0,0.0,0.0,97.0,1.0,1.0,1.46,17.7,3.3,3.0,-0.41,-2.92,-0.8,0.0,1.0,1.0,0.0,-6.8,17.0,3.0,-2.5,3.0,2.0,2.0
TY,3.0,-3.4,-3.0,-2.1,-2.1,-0.14,3.0,2.0,2.0,7.0,-1.9,92.0,1.0,2.0,3.0,-2.7,3.0,3.0,9.0,1.0,9.0,8.0,15.0,9.0,16.0,1.0,9.0,13.0,8.0,1.0,0.0,-0.27,2.45,11.0,0.46,0.52,2.0,0.0,0.54,3.0,0.3,2.0,0.0,0.0,97.0,1.0,1.0,1.46,17.7,3.3,3.0,-0.41,-2.92,-0.8,0.0,1.0,1.0,0.0,-6.8,17.0,3.0,-2.5,3.0,2.0,2.0
YW,1.0,-0.3,1.5,3.6,-0.5,0.43,0.0,3.0,2.0,8.0,4.1,37.0,3.0,3.0,3.0,2.3,0.0,2.0,5.0,0.0,29.0,44.0,47.0,31.0,11.0,15.0,35.0,36.0,13.0,6.0,2.0,0.0,1.06,11.0,0.06,0.11,2.0,0.293,0.802,5.0,-0.6,6.0,2.0,2.0,93.0,1.0,1.0,1.29,19.5,9.3,0.0,2.15,6.79,4.9,2.0,12.0,8.0,4.0,-6.5,22.0,1.0,2.0,4.0,4.0,3.0
WY,1.0,-0.3,1.5,3.6,-0.5,0.43,0.0,3.0,2.0,8.0,4.1,37.0,3.0,3.0,3.0,2.3,0.0,2.0,5.0,0.0,29.0,44.0,47.0,31.0,11.0,15.0,35.0,36.0,13.0,6.0,2.0,0.0,1.06,11.0,0.06,0.11,2.0,0.293,0.802,5.0,-0.6,6.0,2.0,2.0,93.0,1.0,1.0,1.29,19.5,9.3,0.0,2.15,6.79,4.9,2.0,12.0,8.0,4.0,-6.5,22.0,1.0,2.0,4.0,4.0,3.0
YY,8.0,9.5,9.0,8.1,6.5,1.0,10.0,6.0,0.0,10.0,7.8,0.0,8.0,10.0,11.0,10.5,9.0,10.0,10.0,2.0,64.0,26.0,105.0,68.0,56.0,37.0,59.0,97.0,47.0,9.0,6.0,0.84,0.0,16.0,1.0,1.0,7.0,1.0,1.0,8.0,2.2,100.0,4.0,3.0,100.0,4.0,3.0,1.31,29.2,13.0,19.0,3.95,10.92,8.1,3.0,4.0,3.0,1.0,-4.7,69.0,11.0,11.0,10.0,8.0,8.0
VA,0.0,0.7,0.4,0.1,1.0,0.06,0.0,5.0,1.0,8.0,0.1,64.0,0.0,0.0,1.0,-0.5,1.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,7.0,2.0,6.0,5.0,3.0,0.0,-0.06,1.85,9.0,-0.23,-0.25,0.0,0.565,0.85,5.0,2.0,12.0,5.0,4.0,94.0,1.0,1.0,1.05,16.7,5.3,0.0,0.02,0.16,1.9,2.0,1.0,1.0,0.0,-5.9,6.0,1.0,1.5,0.0,0.0,1.0
AV,0.0,0.7,0.4,0.1,1.0,0.06,0.0,5.0,1.0,8.0,0.1,64.0,0.0,0.0,1.0,-0.5,1.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,7.0,2.0,6.0,5.0,3.0,0.0,-0.06,1.85,9.0,-0.23,-0.25,0.0,0.565,0.85,5.0,2.0,12.0,5.0,4.0,94.0,1.0,1.0,1.05,16.7,5.3,0.0,0.02,0.16,1.9,2.0,1.0,1.0,0.0,-5.9,6.0,1.0,1.5,0.0,0.0,1.0
VR,3.0,-3.7,-2.9,-2.2,-2.1,-0.29,2.0,2.0,2.0,3.0,-2.0,96.0,2.0,4.0,4.0,-4.9,3.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,11.0,4.0,6.0,7.0,2.0,0.0,-0.54,2.43,5.0,-0.03,-0.04,3.0,0.531,0.045,0.0,1.5,18.0,11.0,10.0,7.0,2.0,1.0,1.08,14.4,3.2,4.0,-1.52,-3.8,-2.8,6.0,4.0,1.0,0.0,-7.4,32.0,7.0,-6.0,4.0,2.0,3.0
RV,3.0,-3.7,-2.9,-2.2,-2.1,-0.29,2.0,2.0,2.0,3.0,-2.0,96.0,2.0,4.0,4.0,-4.9,3.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,11.0,4.0,6.0,7.0,2.0,0.0,-0.54,2.43,5.0,-0.03,-0.04,3.0,0.531,0.045,0.0,1.5,18.0,11.0,10.0,7.0,2.0,1.0,1.08,14.4,3.2,4.0,-1.52,-3.8,-2.8,6.0,4.0,1.0,0.0,-7.4,32.0,7.0,-6.0,4.0,2.0,3.0
VN,3.0,-2.4,-2.3,-2.2,-2.2,-0.46,2.0,2.0,2.0,7.0,-2.2,133.0,3.0,4.0,5.0,-5.7,2.0,3.0,0.0,1.0,3.0,3.0,6.0,1.0,9.0,17.0,4.0,8.0,12.0,1.0,0.0,-0.69,2.76,5.0,-0.15,-0.16,4.0,0.512,-0.203,0.0,1.1,30.0,11.0,11.0,54.0,1.0,2.0,1.05,14.8,3.0,4.0,-2.17,-5.65,-0.9,8.0,1.0,3.0,0.0,-7.2,31.0,3.0,-4.5,4.0,2.0,4.0
NV,3.0,-2.4,-2.3,-2.2,-2.2,-0.46,2.0,2.0,2.0,7.0,-2.2,133.0,3.0,4.0,5.0,-5.7,2.0,3.0,0.0,1.0,3.0,3.0,6.0,1.0,9.0,17.0,4.0,8.0,12.0,1.0,0.0,-0.69,2.76,5.0,-0.15,-0.16,4.0,0.512,-0.203,0.0,1.1,30.0,11.0,11.0,54.0,1.0,2.0,1.05,14.8,3.0,4.0,-2.17,-5.65,-0.9,8.0,1.0,3.0,0.0,-7.2,31.0,3.0,-4.5,4.0,2.0,4.0
VD,3.0,-3.3,-3.0,-2.9,1.0,-0.48,2.0,3.0,1.0,4.0,-2.9,152.0,3.0,5.0,6.0,-5.2,2.0,3.0,0.0,1.0,7.0,4.0,4.0,15.0,13.0,30.0,7.0,9.0,18.0,1.0,0.0,-0.39,3.4,3.0,-0.22,-0.25,4.0,0.149,-0.196,0.0,0.0,32.0,13.0,12.0,26.0,3.0,0.0,0.99,15.1,2.3,10.0,-2.02,-6.1,-2.5,9.0,2.0,3.0,1.0,-7.1,31.0,5.0,-6.0,4.0,3.0,5.0
DV,3.0,-3.3,-3.0,-2.9,1.0,-0.48,2.0,3.0,1.0,4.0,-2.9,152.0,3.0,5.0,6.0,-5.2,2.0,3.0,0.0,1.0,7.0,4.0,4.0,15.0,13.0,30.0,7.0,9.0,18.0,1.0,0.0,-0.39,3.4,3.0,-0.22,-0.25,4.0,0.149,-0.196,0.0,0.0,32.0,13.0,12.0,26.0,3.0,0.0,0.99,15.1,2.3,10.0,-2.02,-6.1,-2.5,9.0,2.0,3.0,1.0,-7.1,31.0,5.0,-6.0,4.0,3.0,5.0
VC,2.0,-3.1,-1.7,-0.2,-2.2,0.33,2.0,2.0,1.0,9.0,0.0,192.0,1.0,1.0,2.0,-4.8,2.0,0.0,0.0,0.0,7.0,12.0,5.0,1.0,11.0,28.0,8.0,3.0,27.0,1.0,0.0,-0.19,0.86,8.0,-0.1,-0.1,4.0,0.427,0.755,5.0,-1.4,8.0,3.0,5.0,96.0,0.0,1.0,0.91,21.4,5.2,0.0,0.34,1.32,0.7,4.0,7.0,2.0,5.0,-8.1,6.0,2.0,1.0,1.0,1.0,0.0
CV,2.0,-3.1,-1.7,-0.2,-2.2,0.33,2.0,2.0,1.0,9.0,0.0,192.0,1.0,1.0,2.0,-4.8,2.0,0.0,0.0,0.0,7.0,12.0,5.0,1.0,11.0,28.0,8.0,3.0,27.0,1.0,0.0,-0.19,0.86,8.0,-0.1,-0.1,4.0,0.427,0.755,5.0,-1.4,8.0,3.0,5.0,96.0,0.0,1.0,0.91,21.4,5.2,0.0,0.34,1.32,0.7,4.0,7.0,2.0,5.0,-8.1,6.0,2.0,1.0,1.0,1.0,0.0
VQ,3.0,-3.5,-2.4,-1.7,-2.0,-0.38,2.0,2.0,2.0,7.0,-1.5,96.0,3.0,3.0,4.0,-3.6,3.0,4.0,0.0,1.0,2.0,3.0,5.0,2.0,8.0,15.0,3.0,7.0,11.0,2.0,0.0,-0.68,2.13,6.0,-0.03,-0.04,2.0,0.334,0.458,3.0,1.5,12.0,12.0,12.0,58.0,1.0,1.0,1.03,15.2,3.7,2.0,-1.38,-4.97,-1.5,8.0,2.0,1.0,0.0,-7.5,19.0,3.0,-3.5,3.0,2.0,3.0
QV,3.0,-3.5,-2.4,-1.7,-2.0,-0.38,2.0,2.0,2.0,7.0,-1.5,96.0,3.0,3.0,4.0,-3.6,3.0,4.0,0.0,1.0,2.0,3.0,5.0,2.0,8.0,15.0,3.0,7.0,11.0,2.0,0.0,-0.68,2.13,6.0,-0.03,-0.04,2.0,0.334,0.458,3.0,1.5,12.0,12.0,12.0,58.0,1.0,1.0,1.03,15.2,3.7,2.0,-1.38,-4.97,-1.5,8.0,2.0,1.0,0.0,-7.5,19.0,3.0,-3.5,3.0,2.0,3.0
VE,3.0,-3.0,-2.7,-2.1,1.3,-0.44,2.0,4.0,1.0,4.0,-1.9,121.0,3.0,4.0,4.0,-4.2,2.0,2.0,0.0,1.0,2.0,4.0,6.0,3.0,8.0,24.0,3.0,8.0,12.0,2.0,0.0,-0.42,2.97,4.0,-0.09,-0.09,2.0,0.444,-0.186,0.0,1.6,20.0,12.0,11.0,33.0,4.0,2.0,1.08,15.1,3.3,6.0,-1.84,-4.23,-1.3,9.0,3.0,2.0,2.0,-7.3,28.0,5.0,-6.5,3.0,2.0,4.0
EV,3.0,-3.0,-2.7,-2.1,1.3,-0.44,2.0,4.0,1.0,4.0,-1.9,121.0,3.0,4.0,4.0,-4.2,2.0,2.0,0.0,1.0,2.0,4.0,6.0,3.0,8.0,24.0,3.0,8.0,12.0,2.0,0.0,-0.42,2.97,4.0,-0.09,-0.09,2.0,0.444,-0.186,0.0,1.6,20.0,12.0,11.0,33.0,4.0,2.0,1.08,15.1,3.3,6.0,-1.84,-4.23,-1.3,9.0,3.0,2.0,2.0,-7.3,28.0,5.0,-6.5,3.0,2.0,4.0
VG,2.0,-2.3,-2.5,-3.1,1.1,-0.12,1.0,4.0,1.0,8.0,-3.3,109.0,3.0,5.0,6.0,-5.6,2.0,1.0,0.0,1.0,12.0,20.0,5.0,10.0,14.0,9.0,14.0,9.0,12.0,2.0,0.0,-0.15,2.76,6.0,-0.24,-0.25,4.0,0.639,0.0,2.0,0.1,14.0,8.0,7.0,90.0,2.0,1.0,1.09,14.5,1.9,5.0,-1.96,-5.32,-1.4,5.0,3.0,2.0,1.0,-7.3,30.0,2.0,-2.5,5.0,3.0,5.0
GV,2.0,-2.3,-2.5,-3.1,1.1,-0.12,1.0,4.0,1.0,8.0,-3.3,109.0,3.0,5.0,6.0,-5.6,2.0,1.0,0.0,1.0,12.0,20.0,5.0,10.0,14.0,9.0,14.0,9.0,12.0,2.0,0.0,-0.15,2.76,6.0,-0.24,-0.25,4.0,0.639,0.0,2.0,0.1,14.0,8.0,7.0,90.0,2.0,1.0,1.09,14.5,1.9,5.0,-1.96,-5.32,-1.4,5.0,3.0,2.0,1.0,-7.3,30.0,2.0,-2.5,5.0,3.0,5.0
VH,3.0,-3.8,-3.0,-2.1,-2.1,-0.18,2.0,1.0,2.0,8.0,-2.0,84.0,3.0,5.0,5.0,-3.9,3.0,4.0,0.0,1.0,9.0,6.0,8.0,27.0,19.0,19.0,9.0,14.0,18.0,2.0,0.0,-0.59,2.11,9.0,-0.11,-0.13,2.0,0.534,0.284,2.0,-0.7,10.0,4.0,3.0,65.0,1.0,2.0,1.13,12.9,3.2,6.0,-0.35,-1.63,-2.5,2.0,0.0,3.0,1.0,-7.5,29.0,5.0,-4.5,3.0,2.0,3.0
HV,3.0,-3.8,-3.0,-2.1,-2.1,-0.18,2.0,1.0,2.0,8.0,-2.0,84.0,3.0,5.0,5.0,-3.9,3.0,4.0,0.0,1.0,9.0,6.0,8.0,27.0,19.0,19.0,9.0,14.0,18.0,2.0,0.0,-0.59,2.11,9.0,-0.11,-0.13,2.0,0.534,0.284,2.0,-0.7,10.0,4.0,3.0,65.0,1.0,2.0,1.13,12.9,3.2,6.0,-0.35,-1.63,-2.5,2.0,0.0,3.0,1.0,-7.5,29.0,5.0,-4.5,3.0,2.0,3.0
VI,3.0,3.9,3.6,3.2,1.0,0.7,4.0,5.0,1.0,10.0,3.1,29.0,3.0,4.0,4.0,3.9,4.0,2.0,9.0,1.0,24.0,17.0,18.0,5.0,11.0,11.0,24.0,13.0,11.0,5.0,2.0,0.41,0.85,12.0,0.67,0.72,2.0,0.641,0.946,6.0,2.2,46.0,9.0,11.0,97.0,2.0,1.0,1.42,22.2,8.3,8.0,1.94,5.23,4.5,9.0,4.0,7.0,5.0,-5.7,35.0,3.0,4.5,4.0,3.0,3.0
IV,3.0,3.9,3.6,3.2,1.0,0.7,4.0,5.0,1.0,10.0,3.1,29.0,3.0,4.0,4.0,3.9,4.0,2.0,9.0,1.0,24.0,17.0,18.0,5.0,11.0,11.0,24.0,13.0,11.0,5.0,2.0,0.41,0.85,12.0,0.67,0.72,2.0,0.641,0.946,6.0,2.2,46.0,9.0,11.0,97.0,2.0,1.0,1.42,22.2,8.3,8.0,1.94,5.23,4.5,9.0,4.0,7.0,5.0,-5.7,35.0,3.0,4.5,4.0,3.0,3.0
VL,1.0,1.9,2.0,1.9,1.1,0.49,2.0,5.0,1.0,10.0,1.8,32.0,1.0,1.0,1.0,1.8,2.0,0.0,0.0,1.0,13.0,8.0,1.0,6.0,8.0,9.0,14.0,4.0,8.0,5.0,1.0,0.41,0.91,10.0,0.23,0.25,1.0,0.598,0.973,6.0,2.0,26.0,5.0,6.0,99.0,1.0,0.0,1.35,18.9,7.0,6.0,0.81,2.28,3.4,5.0,6.0,3.0,4.0,-5.8,18.0,1.0,2.5,2.0,2.0,1.0
LV,1.0,1.9,2.0,1.9,1.1,0.49,2.0,5.0,1.0,10.0,1.8,32.0,1.0,1.0,1.0,1.8,2.0,0.0,0.0,1.0,13.0,8.0,1.0,6.0,8.0,9.0,14.0,4.0,8.0,5.0,1.0,0.41,0.91,10.0,0.23,0.25,1.0,0.598,0.973,6.0,2.0,26.0,5.0,6.0,99.0,1.0,0.0,1.35,18.9,7.0,6.0,0.81,2.28,3.4,5.0,6.0,3.0,4.0,-5.8,18.0,1.0,2.5,2.0,2.0,1.0
VK,4.0,-3.8,-2.7,-1.9,-2.1,-0.36,2.0,3.0,2.0,3.0,-1.7,97.0,2.0,3.0,4.0,-3.7,3.0,4.0,0.0,1.0,9.0,4.0,11.0,4.0,8.0,12.0,9.0,13.0,10.0,2.0,0.0,-0.79,2.7,5.0,-0.13,-0.16,3.0,0.249,0.024,0.0,1.2,14.0,14.0,13.0,29.0,3.0,1.0,1.06,13.5,3.5,6.0,-1.27,-3.57,1.0,8.0,0.0,2.0,0.0,-6.7,23.0,8.0,-7.0,3.0,2.0,3.0
KV,4.0,-3.8,-2.7,-1.9,-2.1,-0.36,2.0,3.0,2.0,3.0,-1.7,97.0,2.0,3.0,4.0,-3.7,3.0,4.0,0.0,1.0,9.0,4.0,11.0,4.0,8.0,12.0,9.0,13.0,10.0,2.0,0.0,-0.79,2.7,5.0,-0.13,-0.16,3.0,0.249,0.024,0.0,1.2,14.0,14.0,13.0,29.0,3.0,1.0,1.06,13.5,3.5,6.0,-1.27,-3.57,1.0,8.0,0.0,2.0,0.0,-6.7,23.0,8.0,-7.0,3.0,2.0,3.0
VM,1.0,3.3,2.5,1.8,1.0,0.23,2.0,4.0,1.0,10.0,1.6,21.0,1.0,1.0,1.0,0.7,2.0,1.0,0.0,0.0,14.0,12.0,7.0,3.0,7.0,5.0,15.0,6.0,2.0,4.0,1.0,0.41,0.62,9.0,0.08,0.11,0.0,0.278,0.874,6.0,0.8,10.0,0.0,1.0,95.0,1.0,0.0,1.22,19.1,6.8,6.0,0.61,1.18,1.7,2.0,3.0,3.0,1.0,-7.2,10.0,1.0,2.5,1.0,2.0,1.0
MV,1.0,3.3,2.5,1.8,1.0,0.23,2.0,4.0,1.0,10.0,1.6,21.0,1.0,1.0,1.0,0.7,2.0,1.0,0.0,0.0,14.0,12.0,7.0,3.0,7.0,5.0,15.0,6.0,2.0,4.0,1.0,0.41,0.62,9.0,0.08,0.11,0.0,0.278,0.874,6.0,0.8,10.0,0.0,1.0,95.0,1.0,0.0,1.22,19.1,6.8,6.0,0.61,1.18,1.7,2.0,3.0,3.0,1.0,-7.2,10.0,1.0,2.5,1.0,2.0,1.0
VF,3.0,-0.5,-0.1,0.1,1.0,0.47,1.0,4.0,1.0,8.0,0.1,50.0,0.0,1.0,2.0,-1.3,0.0,1.0,0.0,0.0,0.0,9.0,11.0,9.0,3.0,13.0,2.0,9.0,9.0,3.0,1.0,0.36,1.43,11.0,0.13,0.16,1.0,0.626,0.909,5.0,0.8,16.0,5.0,7.0,93.0,0.0,1.0,1.51,17.2,5.3,1.0,0.51,0.52,0.9,5.0,5.0,3.0,3.0,-7.1,0.0,1.0,1.0,1.0,0.0,0.0
FV,3.0,-0.5,-0.1,0.1,1.0,0.47,1.0,4.0,1.0,8.0,0.1,50.0,0.0,1.0,2.0,-1.3,0.0,1.0,0.0,0.0,0.0,9.0,11.0,9.0,3.0,13.0,2.0,9.0,9.0,3.0,1.0,0.36,1.43,11.0,0.13,0.16,1.0,0.626,0.909,5.0,0.8,16.0,5.0,7.0,93.0,0.0,1.0,1.51,17.2,5.3,1.0,0.51,0.52,0.9,5.0,5.0,3.0,3.0,-7.1,0.0,1.0,1.0,1.0,0.0,0.0
VP,2.0,-1.6,-1.7,-1.9,-2.1,-0.17,1.0,3.0,2.0,10.0,-1.8,68.0,3.0,4.0,4.0,-5.2,1.0,3.0,0.0,1.0,8.0,20.0,6.0,0.0,1.0,9.0,11.0,7.0,4.0,2.0,1.0,-0.47,1.79,3.0,-0.42,-0.44,4.0,0.02,0.462,2.0,-0.6,18.0,7.0,5.0,83.0,0.0,2.0,1.13,11.1,3.4,4.0,-1.11,-2.31,-1.1,5.0,1.0,0.0,1.0,-7.5,18.0,4.0,-4.0,3.0,2.0,3.0
PV,2.0,-1.6,-1.7,-1.9,-2.1,-0.17,1.0,3.0,2.0,10.0,-1.8,68.0,3.0,4.0,4.0,-5.2,1.0,3.0,0.0,1.0,8.0,20.0,6.0,0.0,1.0,9.0,11.0,7.0,4.0,2.0,1.0,-0.47,1.79,3.0,-0.42,-0.44,4.0,0.02,0.462,2.0,-0.6,18.0,7.0,5.0,83.0,0.0,2.0,1.13,11.1,3.4,4.0,-1.11,-2.31,-1.1,5.0,1.0,0.0,1.0,-7.5,18.0,4.0,-4.0,3.0,2.0,3.0
VS,2.0,-0.9,-0.9,-1.0,-2.2,-0.18,1.0,2.0,2.0,7.0,-1.0,124.0,1.0,2.0,3.0,-4.3,1.0,1.0,0.0,1.0,4.0,10.0,2.0,1.0,7.0,14.0,6.0,4.0,10.0,2.0,0.0,-0.44,2.15,8.0,-0.25,-0.27,3.0,-0.103,0.005,0.0,1.8,16.0,6.0,5.0,88.0,1.0,1.0,1.21,15.1,4.2,5.0,-1.11,-2.69,3.0,4.0,1.0,1.0,0.0,-6.8,22.0,2.0,-1.0,2.0,1.0,3.0
SV,2.0,-0.9,-0.9,-1.0,-2.2,-0.18,1.0,2.0,2.0,7.0,-1.0,124.0,1.0,2.0,3.0,-4.3,1.0,1.0,0.0,1.0,4.0,10.0,2.0,1.0,7.0,14.0,6.0,4.0,10.0,2.0,0.0,-0.44,2.15,8.0,-0.25,-0.27,3.0,-0.103,0.005,0.0,1.8,16.0,6.0,5.0,88.0,1.0,1.0,1.21,15.1,4.2,5.0,-1.11,-2.69,3.0,4.0,1.0,1.0,0.0,-6.8,22.0,2.0,-1.0,2.0,1.0,3.0
VT,0.0,0.6,0.4,0.2,-2.2,0.07,0.0,3.0,2.0,8.0,0.0,69.0,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,7.0,2.0,1.0,4.0,3.0,0.0,-0.44,1.42,10.0,0.35,0.38,1.0,0.329,0.396,2.0,1.6,4.0,3.0,1.0,91.0,0.0,0.0,1.27,17.9,5.2,1.0,0.05,-0.23,1.5,1.0,0.0,0.0,0.0,-6.2,6.0,0.0,1.0,0.0,0.0,1.0
TV,0.0,0.6,0.4,0.2,-2.2,0.07,0.0,3.0,2.0,8.0,0.0,69.0,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,7.0,2.0,1.0,4.0,3.0,0.0,-0.44,1.42,10.0,0.35,0.38,1.0,0.329,0.396,2.0,1.6,4.0,3.0,1.0,91.0,0.0,0.0,1.27,17.9,5.2,1.0,0.05,-0.23,1.5,1.0,0.0,0.0,0.0,-6.2,6.0,0.0,1.0,0.0,0.0,1.0
VW,8.0,-4.8,-4.5,-2.9,-2.1,0.29,6.0,3.0,2.0,7.0,-2.6,88.0,3.0,4.0,5.0,-4.9,3.0,2.0,0.0,0.0,1.0,8.0,9.0,23.0,15.0,15.0,3.0,18.0,17.0,2.0,0.0,-0.17,2.51,11.0,-0.04,-0.02,4.0,0.378,0.835,5.0,-0.7,14.0,4.0,4.0,96.0,0.0,3.0,1.63,11.6,2.6,5.0,-1.09,-2.13,-2.5,4.0,2.0,2.0,0.0,-7.8,28.0,4.0,-2.0,5.0,3.0,2.0
WV,8.0,-4.8,-4.5,-2.9,-2.1,0.29,6.0,3.0,2.0,7.0,-2.6,88.0,3.0,4.0,5.0,-4.9,3.0,2.0,0.0,0.0,1.0,8.0,9.0,23.0,15.0,15.0,3.0,18.0,17.0,2.0,0.0,-0.17,2.51,11.0,-0.04,-0.02,4.0,0.378,0.835,5.0,-0.7,14.0,4.0,4.0,96.0,0.0,3.0,1.63,11.6,2.6,5.0,-1.09,-2.13,-2.5,4.0,2.0,2.0,0.0,-7.8,28.0,4.0,-2.0,5.0,3.0,2.0
VY,3.0,-3.8,-2.6,-1.4,-2.2,0.31,2.0,3.0,2.0,9.0,-1.1,55.0,1.0,2.0,3.0,-1.8,3.0,4.0,0.0,0.0,2.0,2.0,18.0,14.0,13.0,18.0,3.0,19.0,15.0,3.0,0.0,-0.39,1.52,10.0,0.15,0.17,1.0,0.614,0.632,5.0,0.3,17.0,2.0,2.0,88.0,0.0,1.0,1.6,16.5,4.1,1.0,0.21,0.66,0.3,2.0,3.0,1.0,2.0,-7.2,9.0,3.0,-2.5,3.0,1.0,2.0
YV,3.0,-3.8,-2.6,-1.4,-2.2,0.31,2.0,3.0,2.0,9.0,-1.1,55.0,1.0,2.0,3.0,-1.8,3.0,4.0,0.0,0.0,2.0,2.0,18.0,14.0,13.0,18.0,3.0,19.0,15.0,3.0,0.0,-0.39,1.52,10.0,0.15,0.17,1.0,0.614,0.632,5.0,0.3,17.0,2.0,2.0,88.0,0.0,1.0,1.6,16.5,4.1,1.0,0.21,0.66,0.3,2.0,3.0,1.0,2.0,-7.2,9.0,3.0,-2.5,3.0,1.0,2.0
VV,5.0,4.0,3.7,3.4,4.1,1.0,4.0,6.0,0.0,10.0,3.4,0.0,5.0,6.0,7.0,7.0,4.0,2.0,10.0,2.0,39.0,26.0,44.0,21.0,24.0,21.0,37.0,40.0,23.0,8.0,5.0,0.54,0.0,16.0,1.0,1.0,5.0,1.0,1.0,8.0,2.2,100.0,11.0,12.0,100.0,4.0,0.0,1.41,25.0,8.6,9.0,2.05,5.28,4.2,9.0,1.0,0.0,2.0,-4.8,38.0,4.0,5.0,5.0,3.0,5.0
